strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	lineage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution
ON880546	ON880546	ON880546.1	MpxV/human/CAN/UN-NML-3368/2022	2022-06-02	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		hMPXV-1	B.1	55.0	605.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	
ON880548	ON880548	ON880548.1	MpxV/human/CAN/UN-NML-3448/2022	2022-06-03	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		hMPXV-1	B.1	31.0	607.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	
ON911481	ON911481	ON911481.2	Monkeypox/MX-UANL001/2022	2022-06-28	North America	Mexico	Nuevo Leon		Homo sapiens	2022-07-04		Galan-Huerta et al		hMPXV-1	B.1	0.0	608.0	0.0	good	good	good	good	good		False	Galan-Huerta,K.A., Paz-Infanzon,M., Ruiz-Higareda,A.F., Nuzzolo-Shihadeh,L., Camacho-Ortiz,A., Bocanegra-Ibarias,P., Rivas-Estilla,A.M., Zacarias-Villarreal,D., Yamallel-Ortega,L.A., Guerrero-Putz,M.D., Ocampo-Candiani,J.	
ON694339	ON694339	ON694339.1	MPXV/Germany/2022/RKI016	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		hMPXV-1	B.1	129.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON929058	ON929058	ON929058.1	MPXV/Germany/2022/RKI071	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
ON929059	ON929059	ON929059.1	MPXV/Germany/2022/RKI072	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	610.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
ON929061	ON929061	ON929061.1	MPXV/Germany/2022/RKI103	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	3.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON694338	ON694338	ON694338.1	MPXV/Germany/2022/RKI017	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		hMPXV-1	B.1	156.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON929065	ON929065	ON929065.1	MPXV/Germany/2022/RKI107	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	53.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON694340	ON694340	ON694340.1	MPXV/Germany/2022/RKI014	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		hMPXV-1	B.1	76.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON803438	ON803438	ON803438.1	MpxV/human/CAN/UN-NML-2897/2022	2022-05-20	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	92.0	605.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON929071	ON929071	ON929071.1	MPXV/Germany/2022/RKI113	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	1.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON563414	ON563414	ON563414.3	MPXV_USA_2022_MA001	2022-05-XX	North America	USA	Massachusetts		Homo sapiens	2022-05-20		Gigante et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Gigante,C.M., Smole,S., Seabolt,M.H., Wilkins,K., McCollum,A., Hutson,C., Davidson,W., Rao,A., Brown,C., Li,Y.	Division of High-Consequence Pathogens & Pathology, Centers for Disease Control & Prevention (US CDC), USA
ON803442	ON803442	ON803442.1	MpxV/human/CAN/UN-NML-2967/2022	2022-05-16	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	30.0	605.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON694342	ON694342	ON694342.1	MPXV/Germany/2022/RKI011	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		hMPXV-1	B.1	116.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON803444	ON803444	ON803444.1	MpxV/human/CAN/UN-NML-2969/2022	2022-05-24	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	31.0	606.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON929080	ON929080	ON929080.1	MPXV/Germany/2022/RKI125	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929084	ON929084	ON929084.1	MPXV/Germany/2022/RKI129	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	1.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON808414	ON808414	ON808414.1	CVR_MPXV1b	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		hMPXV-1	B.1	0.0	604.0	0.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.	
ON929088	ON929088	ON929088.1	MPXV/Germany/2022/RKI133	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON622712	ON622712	ON622712.1	MPX/UZ_REGA_1/Belgium/2022	2022-05-19	Europe	Belgium			Homo sapiens	2022-05-27		Vanmechelen et al		hMPXV-1	B.1	0.0	607.0	0.0	good	good	good	good	good		False	Vanmechelen,B., Wawina-Bokalanga,T., Logist,A.-S., Sinnesael,R., Ysebaert,L., Verlinden,J., Bloemen,M., Maes,P.	Microbiology, Immunology & Transplantation, KU Leuven, Rega Institute, Belgium
ON813252	ON813252	ON813252.2	MPXV/Germany/2022/RKI052	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	107.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
ON959131	ON959131	ON959131.1	MPXV_USA_2022_IL001	2022-05-XX	North America	USA	Illinois		Homo sapiens	2022-07-11		Gigante et al		hMPXV-1	B.1	0.0	606.0	0.0	good	good	good	good	good		False	Gigante,C.M., Ghinai,I., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y.	
ON959132	ON959132	ON959132.1	MPXV_USA_2022_IL003	2022-06-XX	North America	USA	Illinois		Homo sapiens	2022-07-11		Gigante et al		hMPXV-1	B.1	12.0	606.0	0.0	good	good	good	good	good		False	Gigante,C.M., Ghinai,I., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Kerins,J., Li,Y.	
ON959134	ON959134	ON959134.1	MPXV_USA_2022_NY003	2022-05-XX	North America	USA	New York		Homo sapiens	2022-07-11		Gigante et al		hMPXV-1	B.1	0.0	607.0	0.0	good	good	good	good	good		False	Gigante,C.M., Hughes,S., Seabolt,M.H., Zhao,H., Wilkins,K., Respress,J., Howard,D., Batra,D., McCollum,A., Hutson,C., Davidson,W., Rao,A., Baumgartner,J., Li,Y.	
ON813253	ON813253	ON813253.2	MPXV/Germany/2022/RKI053	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	639.0	604.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
ON959143	ON959143	ON959143.1	MPX-96/Finland/2022	2022-06-16	Europe	Finland			Homo sapiens	2022-07-11		Kant et al		hMPXV-1	B.1	2.0	610.0	0.0	good	good	good	good	good		False	Kant,R., Smura,T., Vauhkonen,H., Vapalahti,O.	
ON813257	ON813257	ON813257.2	MPXV/Germany/2022/RKI060	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	354.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Stocker,H., Schaade,L., Nitsche,A.	
ON813260	ON813260	ON813260.2	MPXV/Germany/2022/RKI056	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	113.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON959156	ON959156	ON959156.1	MPXV/Germany/2022/RKI141	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON649717	ON649717	ON649717.1	Monkeypox/PT0019/2022	2022-05-21	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		hMPXV-1	B.1	261.0	606.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON959160	ON959160	ON959160.1	MPXV/Germany/2022/RKI146	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON754986	ON754986	ON754986.1	MPXV_SI2022_S5	2022-06-XX	Europe	Slovenia			Homo sapiens	2022-06-14		Zakotnik et al		hMPXV-1	B.1	18.0	609.0	0.0	good	good	good	good	good		False	Zakotnik,S., Vlaj,D., Suljic,A., Zorec,T.M., Korva,M., Poljak,M., Avsic Zupanc,T.	
ON959164	ON959164	ON959164.1	MPXV/Germany/2022/RKI150	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON959166	ON959166	ON959166.1	MPXV/Germany/2022/RKI152	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	79.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON755040	ON755040	ON755040.1	MPXV_IRBA22-14	2022-05-20	Europe	France			Homo sapiens	2022-06-14		Jarjaval et al		hMPXV-1	B.1	49.0	603.0	0.0	good	good	good	good	good		False	Jarjaval,F., Nolent,F., Criqui,A., Chapus,C., Lamer,O., Ferraris,O., Gorge,O.	
ON959170	ON959170	ON959170.1	MPXV/Germany/2022/RKI156	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON649719	ON649719	ON649719.1	Monkeypox/PT0012/2022	2022-05-23	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		hMPXV-1	B.1	55.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON959171	ON959171	ON959171.1	MPXV/Germany/2022/RKI157	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-11		Brinkmann et al		hMPXV-1	B.1	0.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON838939	ON838939	ON838939.1	8887	2022-06-06	Europe	Spain	Madrid		Homo sapiens	2022-06-24	SRR19793481, SRR19793480	de la Hoz-Sanchez et al		hMPXV-1	B.1	0.0	607.0	0.0	good	good	good	good	good		False	de la Hoz-Sanchez,B., Lopez-Ortiz,M., Gutierrez-Arroyo,A., Roces-Alvarez,P., Lazaro-Peona,F., Dahdouh,E., Bloise,I., Garcia-Rodriguez,J., Mingorance,J.	
ON983159	ON983159	ON983159.1	MpxV/human/CAN/UN-NML-3293/2022	2022-06-01	North America	Canada			Homo sapiens	2022-07-14		Duggan et al		hMPXV-1	B.1	4814.0	597.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	
ON843163	ON843163	ON843163.1	Monkeypox/PT0048/2022	2022-05-13	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	12399.0	568.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON983161	ON983161	ON983161.1	MpxV/human/CAN/UN-NML-3530/2022	2022-06-03	North America	Canada			Homo sapiens	2022-07-14		Duggan et al		hMPXV-1	B.1	163.0	604.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	
ON983164	ON983164	ON983164.1	MpxV/human/CAN/UN-NML-3558/2022	2022-06-09	North America	Canada			Homo sapiens	2022-07-14		Duggan et al		hMPXV-1	B.1	857.0	609.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Yadav,C., Knox,N., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Marchand-Austin,A., Eshaghi,A., Patel,S.N., Hasso,M., Gubbay,J.B., Olsha,R.	
ON755233	ON755233	ON755233.1	MPXV/Germany/2022/RKI027	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		hMPXV-1	B.1	101.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON755234	ON755234	ON755234.1	MPXV/Germany/2022/RKI028	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		hMPXV-1	B.1	104.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON843168	ON843168	ON843168.1	Monkeypox/PT0032/2022	2022-05-26	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	93.0	608.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON755235	ON755235	ON755235.1	MPXV/Germany/2022/RKI029	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		hMPXV-1	B.1	91.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON843170	ON843170	ON843170.1	Monkeypox/PT0031/2022	2022-05-26	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	60.0	606.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON755236	ON755236	ON755236.1	MPXV/Germany/2022/RKI030	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		hMPXV-1	B.1	509.0	604.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON843172	ON843172	ON843172.1	Monkeypox/PT0035/2022	2022-05-27	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	71.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON649723	ON649723	ON649723.1	Monkeypox/PT0013/2022	2022-05-20	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		hMPXV-1	B.1	40.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON843174	ON843174	ON843174.1	Monkeypox/PT0046/2022	2022-05-30	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	96.0	607.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON843175	ON843175	ON843175.1	Monkeypox/PT0043/2022	2022-05-30	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	2250.0	601.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON585032	ON585032	ON585032.1	Monkeypox/PT0004/2022	2022-05-17	Europe	Portugal			Homo sapiens	2022-05-24		Isidro et al		hMPXV-1	B.1	904.0	604.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Ferreira,R., Sobral,D., Nunes,A., Santos,J.D., Mixao,V., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON755239	ON755239	ON755239.2	MPXV/Germany/2022/RKI033	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		hMPXV-1	B.1	186.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON649724	ON649724	ON649724.1	Monkeypox/PT0014/2022	2022-05-23	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON755240	ON755240	ON755240.1	MPXV/Germany/2022/RKI034	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-14		Brinkmann et al		hMPXV-1	B.1	121.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON843179	ON843179	ON843179.1	Monkeypox/PT0039/2022	2022-06-02	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	5248.0	592.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON843181	ON843181	ON843181.1	Monkeypox/PT0045/2022	2022-06-06	Europe	Portugal			Homo sapiens	2022-06-24		Isidro et al		hMPXV-1	B.1	2469.0	599.0	0.0	good	good	good	good	good	OPG023:526-661	False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Lopes de Carvalho,I., Pelerito,A., Cordeiro,R., Gomes,J.P.	
ON622722	ON622722	ON622722.2	MPXV_FR_HCL0001_2022	2022-05-22	Europe	France			Homo sapiens	2022-05-27		?		hMPXV-1	B.1	0.0	610.0	0.0	good	good	good	good	good		False		Virology, GENomique EPIdemiologique das maladies Infectieuses, France
ON853649	ON853649	ON853649.1	MPXV/Germany/2022/RKI068	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-27		Brinkmann et al		hMPXV-1	B.1	126.0	612.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
ON853650	ON853650	ON853650.1	MPXV/Germany/2022/RKI069	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-27		Brinkmann et al		hMPXV-1	B.1	169.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
ON853651	ON853651	ON853651.1	MPXV/Germany/2022/RKI073	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-27		Brinkmann et al		hMPXV-1	B.1	140.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
ON853652	ON853652	ON853652.1	MPXV/Germany/2022/RKI074	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-27		Brinkmann et al		hMPXV-1	B.1	187.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
ON853653	ON853653	ON853653.1	MPXV/Germany/2022/RKI076	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-27		Brinkmann et al		hMPXV-1	B.1	186.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
ON853654	ON853654	ON853654.1	MPXV/Germany/2022/RKI087	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-27		Brinkmann et al		hMPXV-1	B.1	161.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
